# x	Norm
1.385	0.988235
1.386	0.988414
1.387	0.988591
1.388	0.988766
1.389	0.988938
1.39	0.989108
1.391	0.989276
1.392	0.989441
1.393	0.989605
1.394	0.989766
1.395	0.989925
1.396	0.990081
1.397	0.990236
1.398	0.990388
1.399	0.990539
1.4	0.990687
1.401	0.990834
1.402	0.990978
1.403	0.99112
1.404	0.99126
1.405	0.991399
1.406	0.991535
1.407	0.99167
1.408	0.991802
1.409	0.991933
1.41	0.992062
1.411	0.992189
1.412	0.992315
1.413	0.992438
1.414	0.99256
1.415	0.99268
1.416	0.992799
1.417	0.992915
1.418	0.99303
1.419	0.993144
1.42	0.993255
1.421	0.993366
1.422	0.993474
1.423	0.993581
1.424	0.993686
1.425	0.99379
1.426	0.993893
1.427	0.993994
1.428	0.994093
1.429	0.994191
1.43	0.994287
1.431	0.994382
1.432	0.994476
1.433	0.994568
1.434	0.994659
1.435	0.994749
1.436	0.994837
1.437	0.994924
1.438	0.995009
1.439	0.995094
1.44	0.995177
1.441	0.995258
1.442	0.995339
1.443	0.995418
1.444	0.995496
1.445	0.995573
1.446	0.995649
1.447	0.995723
1.448	0.995797
1.449	0.995869
1.45	0.99594
1.451	0.99601
1.452	0.996079
1.453	0.996147
1.454	0.996214
1.455	0.99628
1.456	0.996345
1.457	0.996408
1.458	0.996471
1.459	0.996533
1.46	0.996594
1.461	0.996654
1.462	0.996713
1.463	0.996771
1.464	0.996828
1.465	0.996884
1.466	0.996939
1.467	0.996993
1.468	0.997047
1.469	0.9971
1.47	0.997151
1.471	0.997202
1.472	0.997252
1.473	0.997302
1.474	0.99735
1.475	0.997398
1.476	0.997445
1.477	0.997491
1.478	0.997536
1.479	0.997581
1.48	0.997625
1.481	0.997668
1.482	0.997711
1.483	0.997753
1.484	0.997794
1.485	0.997834
1.486	0.997874
1.487	0.997913
1.488	0.997951
1.489	0.997989
1.49	0.998026
1.491	0.998063
1.492	0.998099
1.493	0.998134
1.494	0.998169
1.495	0.998203
1.496	0.998237
1.497	0.99827
1.498	0.998302
1.499	0.998334
1.5	0.998365
1.501	0.998396
1.502	0.998426
1.503	0.998456
1.504	0.998485
1.505	0.998514
1.506	0.998542
1.507	0.99857
1.508	0.998597
1.509	0.998624
1.51	0.99865
1.511	0.998676
1.512	0.998701
1.513	0.998726
1.514	0.998751
1.515	0.998775
1.516	0.998798
1.517	0.998822
1.518	0.998845
1.519	0.998867
1.52	0.998889
1.521	0.998911
1.522	0.998932
1.523	0.998953
1.524	0.998973
1.525	0.998993
1.526	0.999013
1.527	0.999032
1.528	0.999051
1.529	0.99907
1.53	0.999088
1.531	0.999107
1.532	0.999124
1.533	0.999142
1.534	0.999159
1.535	0.999175
1.536	0.999192
1.537	0.999208
1.538	0.999224
1.539	0.999239
1.54	0.999255
1.541	0.99927
1.542	0.999284
1.543	0.999299
1.544	0.999313
1.545	0.999327
1.546	0.99934
1.547	0.999354
1.548	0.999367
1.549	0.99938
1.55	0.999392
1.551	0.999405
1.552	0.999417
1.553	0.999429
1.554	0.999441
1.555	0.999452
1.556	0.999463
1.557	0.999474
1.558	0.999485
1.559	0.999496
1.56	0.999506
1.561	0.999517
1.562	0.999527
1.563	0.999536
1.564	0.999546
1.565	0.999556
1.566	0.999565
1.567	0.999574
1.568	0.999583
1.569	0.999592
1.57	0.9996
1.571	0.999609
1.572	0.999617
1.573	0.999625
1.574	0.999633
1.575	0.999641
1.576	0.999648
1.577	0.999656
1.578	0.999663
1.579	0.99967
1.58	0.999677
1.581	0.999684
1.582	0.999691
1.583	0.999698
1.584	0.999704
1.585	0.99971
1.586	0.999717
1.587	0.999723
1.588	0.999729
1.589	0.999735
1.59	0.99974
1.591	0.999746
1.592	0.999751
1.593	0.999757
1.594	0.999762
1.595	0.999767
1.596	0.999772
1.597	0.999777
1.598	0.999782
1.599	0.999787
1.6	0.999792
1.601	0.999796
1.602	0.999801
1.603	0.999805
1.604	0.99981
1.605	0.999814
1.606	0.999818
1.607	0.999822
1.608	0.999826
1.609	0.99983
1.61	0.999834
1.611	0.999837
1.612	0.999841
1.613	0.999844
1.614	0.999848
1.615	0.999851
1.616	0.999855
1.617	0.999858
1.618	0.999861
1.619	0.999864
1.62	0.999867
1.621	0.99987
1.622	0.999873
1.623	0.999876
1.624	0.999879
1.625	0.999882
1.626	0.999884
1.627	0.999887
1.628	0.99989
1.629	0.999892
1.63	0.999895
1.631	0.999897
1.632	0.999899
1.633	0.999902
1.634	0.999904
1.635	0.999906
1.636	0.999908
1.637	0.999911
1.638	0.999913
1.639	0.999915
1.64	0.999917
1.641	0.999919
1.642	0.99992
1.643	0.999922
1.644	0.999924
1.645	0.999926
1.646	0.999928
1.647	0.999929
1.648	0.999931
1.649	0.999933
1.65	0.999934
1.651	0.999936
1.652	0.999937
1.653	0.999939
1.654	0.99994
1.655	0.999942
1.656	0.999943
1.657	0.999944
1.658	0.999946
1.659	0.999947
1.66	0.999948
1.661	0.99995
1.662	0.999951
1.663	0.999952
1.664	0.999953
1.665	0.999954
1.666	0.999955
1.667	0.999956
1.668	0.999957
1.669	0.999958
1.67	0.999959
1.671	0.99996
1.672	0.999961
1.673	0.999962
1.674	0.999963
1.675	0.999964
1.676	0.999965
1.677	0.999966
1.678	0.999967
1.679	0.999968
1.68	0.999968
1.681	0.999969
1.682	0.99997
1.683	0.999971
1.684	0.999971
1.685	0.999972
1.686	0.999973
1.687	0.999973
1.688	0.999974
1.689	0.999975
1.69	0.999975
1.691	0.999976
1.692	0.999977
1.693	0.999977
1.694	0.999978
1.695	0.999978
1.696	0.999979
1.697	0.999979
1.698	0.99998
1.699	0.99998
1.7	0.999981
1.701	0.999981
1.702	0.999982
1.703	0.999982
1.704	0.999983
1.705	0.999983
1.706	0.999984
1.707	0.999984
1.708	0.999984
1.709	0.999985
1.71	0.999985
1.711	0.999986
1.712	0.999986
1.713	0.999986
1.714	0.999987
1.715	0.999987
1.716	0.999987
1.717	0.999988
1.718	0.999988
1.719	0.999988
1.72	0.999989
1.721	0.999989
1.722	0.999989
1.723	0.999989
1.724	0.99999
1.725	0.99999
1.726	0.99999
1.727	0.999991
1.728	0.999991
1.729	0.999991
1.73	0.999991
1.731	0.999991
1.732	0.999992
1.733	0.999992
1.734	0.999992
1.735	0.999992
1.736	0.999993
1.737	0.999993
1.738	0.999993
1.739	0.999993
1.74	0.999993
1.741	0.999993
1.742	0.999994
1.743	0.999994
1.744	0.999994
1.745	0.999994
1.746	0.999994
1.747	0.999994
1.748	0.999995
1.749	0.999995
1.75	0.999995
1.751	0.999995
1.752	0.999995
1.753	0.999995
1.754	0.999995
1.755	0.999996
1.756	0.999996
1.757	0.999996
1.758	0.999996
1.759	0.999996
1.76	0.999996
1.761	0.999996
1.762	0.999996
1.763	0.999996
1.764	0.999997
1.765	0.999997
1.766	0.999997
1.767	0.999997
1.768	0.999997
1.769	0.999997
1.77	0.999997
1.771	0.999997
1.772	0.999997
1.773	0.999997
1.774	0.999997
1.775	0.999997
1.776	0.999997
1.777	0.999998
1.778	0.999998
1.779	0.999998
1.78	0.999998
1.781	0.999998
1.782	0.999998
1.783	0.999998
1.784	0.999998
1.785	0.999998
1.786	0.999998
1.787	0.999998
1.788	0.999998
1.789	0.999998
1.79	0.999998
1.791	0.999998
1.792	0.999998
1.793	0.999998
1.794	0.999998
1.795	0.999999
1.796	0.999999
1.797	0.999999
1.798	0.999999
1.799	0.999999
1.8	0.999999
1.801	0.999999
1.802	0.999999
1.803	0.999999
1.804	0.999999
1.805	0.999999
1.806	0.999999
1.807	0.999999
1.808	0.999999
1.809	0.999999
1.81	0.999999
1.811	0.999999
1.812	0.999999
1.813	0.999999
1.814	0.999999
1.815	0.999999
1.816	0.999999
1.817	0.999999
1.818	0.999999
1.819	0.999999
1.82	0.999999
1.821	0.999999
1.822	0.999999
1.823	0.999999
1.824	0.999999
1.825	0.999999
1.826	0.999999
1.827	0.999999
1.828	0.999999
1.829	0.999999
1.83	0.999999
1.831	0.999999
1.832	1
1.833	1
1.834	1
1.835	1
1.836	1
1.837	1
1.838	1
1.839	1
1.84	1
1.841	1
1.842	1
1.843	1
1.844	1
1.845	1
1.846	1
1.847	1
1.848	1
1.849	1
1.85	1
1.851	1
1.852	1
1.853	1
1.854	1
1.855	1
1.856	1
1.857	1
1.858	1
1.859	1
1.86	1
1.861	1
1.862	1
1.863	1
1.864	1
1.865	1
1.866	1
1.867	1
1.868	1
1.869	1
1.87	1
1.871	1
1.872	1
1.873	1
1.874	1
1.875	1
1.876	1
1.877	1
1.878	1
1.879	1
1.88	1
1.881	1
1.882	1
1.883	1
1.884	1
1.885	1
1.886	1
1.887	1
1.888	1
1.889	1
1.89	1
1.891	1
1.892	1
1.893	1
1.894	1
1.895	1
1.896	1
1.897	1
1.898	1
1.899	1
1.9	1
1.901	1
1.902	1
1.903	1
1.904	1
1.905	1
1.906	1
1.907	1
1.908	1
1.909	1
1.91	1
1.911	1
1.912	1
1.913	1
1.914	1
1.915	1
1.916	1
1.917	1
1.918	1
1.919	1
1.92	1
1.921	1
1.922	1
1.923	1
1.924	1
1.925	1
1.926	1
1.927	1
1.928	1
1.929	1
1.93	1
1.931	1
1.932	1
1.933	1
1.934	1
1.935	1
1.936	1
1.937	1
1.938	1
1.939	1
1.94	1
1.941	1
1.942	1
1.943	1
1.944	1
1.945	1
1.946	1
1.947	1
1.948	1
1.949	1
1.95	1
1.951	1
1.952	1
1.953	1
1.954	1
1.955	1
1.956	1
1.957	1
1.958	1
1.959	1
1.96	1
1.961	1
1.962	1
1.963	1
1.964	1
1.965	1
1.966	1
1.967	1
1.968	1
1.969	1
1.97	1
1.971	1
1.972	1
1.973	1
1.974	1
1.975	1
1.976	1
1.977	1
1.978	1
1.979	1
1.98	1
1.981	1
1.982	1
1.983	1
1.984	1
1.985	1
1.986	1
1.987	1
1.988	1
1.989	1
1.99	1
1.991	1
1.992	1
1.993	1
1.994	1
1.995	1
1.996	1
1.997	1
1.998	1
1.999	1
2	1
2.001	1
2.002	1
2.003	1
2.004	1
2.005	1
2.006	1
2.007	1
2.008	1
2.009	1
2.01	1
2.011	1
2.012	1
2.013	1
2.014	1
2.015	1
2.016	1
2.017	1
2.018	1
2.019	1
2.02	1
2.021	1
2.022	1
2.023	1
2.024	1
2.025	1
2.026	1
2.027	1
2.028	1
2.029	1
2.03	1
2.031	1
2.032	1
2.033	1
2.034	1
2.035	1
2.036	1
2.037	1
2.038	1
2.039	1
2.04	1
2.041	1
2.042	1
2.043	1
2.044	1
2.045	1
2.046	1
2.047	1
2.048	1
2.049	1
2.05	1
2.051	1
2.052	1
2.053	1
2.054	1
2.055	1
2.056	1
2.057	1
2.058	1
2.059	1
2.06	1
2.061	1
2.062	1
2.063	1
2.064	1
2.065	1
2.066	1
2.067	1
2.068	1
2.069	1
2.07	1
2.071	1
2.072	1
2.073	1
2.074	1
2.075	1
2.076	1
2.077	1
2.078	1
2.079	1
2.08	1
2.081	1
2.082	1
2.083	1
2.084	1
2.085	1
2.086	1
2.087	1
2.088	1
2.089	1
2.09	1
2.091	1
2.092	1
2.093	1
2.094	1
2.095	1
2.096	1
2.097	1
2.098	1
2.099	1
2.1	1
2.101	1
2.102	1
2.103	1
2.104	1
2.105	1
2.106	1
2.107	1
2.108	1
2.109	1
2.11	1
2.111	1
2.112	1
2.113	1
2.114	1
2.115	1
2.116	1
2.117	1
2.118	1
2.119	1
2.12	1
2.121	1
2.122	1
2.123	1
2.124	1
2.125	1
2.126	1
2.127	1
2.128	1
2.129	1
2.13	1
2.131	1
2.132	1
2.133	1
2.134	1
2.135	1
2.136	1
2.137	1
2.138	1
2.139	1
2.14	1
2.141	1
2.142	1
2.143	1
2.144	1
2.145	1
2.146	1
2.147	1
2.148	1
2.149	1
2.15	1
2.151	1
2.152	1
2.153	1
2.154	1
2.155	1
2.156	1
2.157	1
2.158	1
2.159	1
2.16	1
2.161	1
2.162	1
2.163	1
2.164	1
2.165	1
2.166	1
2.167	1
2.168	1
2.169	1
2.17	1
2.171	1
2.172	1
2.173	1
2.174	1
2.175	1
2.176	1
2.177	1
2.178	1
2.179	1
2.18	1
2.181	1
2.182	1
2.183	1
2.184	1
2.185	1
2.186	1
2.187	1
2.188	1
2.189	1
2.19	1
2.191	1
2.192	1
2.193	1
2.194	1
2.195	1
2.196	1
2.197	1
2.198	1
2.199	1
2.2	1
2.201	1
2.202	1
2.203	1
2.204	1
2.205	1
2.206	1
2.207	1
2.208	1
2.209	1
2.21	1
2.211	1
2.212	1
2.213	1
2.214	1
2.215	1
2.216	1
2.217	1
2.218	1
2.219	1
2.22	1
2.221	1
2.222	1
2.223	1
2.224	1
2.225	1
2.226	1
2.227	1
2.228	1
2.229	1
2.23	1
2.231	1
2.232	1
2.233	1
2.234	1
2.235	1
2.236	1
2.237	1
2.238	1
2.239	1
2.24	1
2.241	1
2.242	1
2.243	1
2.244	1
2.245	1
2.246	1
2.247	1
2.248	1
2.249	1
2.25	1
2.251	1
2.252	1
2.253	1
2.254	1
2.255	1
2.256	1
2.257	1
2.258	1
2.259	1
2.26	1
2.261	1
2.262	1
2.263	1
2.264	1
2.265	1
2.266	1
2.267	1
2.268	1
2.269	1
2.27	1
2.271	1
2.272	1
2.273	1
2.274	1
2.275	1
2.276	1
2.277	1
2.278	1
2.279	1
2.28	1
2.281	1
2.282	1
2.283	1
2.284	1
2.285	1
2.286	1
2.287	1
2.288	1
2.289	1
2.29	1
2.291	1
2.292	1
2.293	1
2.294	1
2.295	1
2.296	1
2.297	1
2.298	1
2.299	1
2.3	1
2.301	1
2.302	1
2.303	1
2.304	1
2.305	1
2.306	1
2.307	1
2.308	1
2.309	1
2.31	1
2.311	1
2.312	1
2.313	1
2.314	1
2.315	1
2.316	1
2.317	1
2.318	1
2.319	1
2.32	1
2.321	1
2.322	1
2.323	1
2.324	1
2.325	1
2.326	1
2.327	1
2.328	1
2.329	1
2.33	1
2.331	1
2.332	1
2.333	1
2.334	1
2.335	1
2.336	1
2.337	1
2.338	1
2.339	1
2.34	1
2.341	1
2.342	1
2.343	1
2.344	1
2.345	1
2.346	1
2.347	1
2.348	1
2.349	1
2.35	1
2.351	1
2.352	1
2.353	1
2.354	1
2.355	1
2.356	1
2.357	1
2.358	1
2.359	1
2.36	1
2.361	1
2.362	1
2.363	1
2.364	1
2.365	1
2.366	1
2.367	1
2.368	1
2.369	1
2.37	1
2.371	1
2.372	1
2.373	1
2.374	1
2.375	1
2.376	1
2.377	1
2.378	1
2.379	1
2.38	1
2.381	1
2.382	1
2.383	1
2.384	1
2.385	1
2.386	1
2.387	1
2.388	1
2.389	1
2.39	1
2.391	1
2.392	1
2.393	1
2.394	1
2.395	1
2.396	1
2.397	1
2.398	1
2.399	1
2.4	1
2.401	1
2.402	1
2.403	1
2.404	1
2.405	1
2.406	1
2.407	1
2.408	1
2.409	1
2.41	1
2.411	1
2.412	1
2.413	1
2.414	1
2.415	1
2.416	1
2.417	1
2.418	1
2.419	1
2.42	1
2.421	1
2.422	1
2.423	1
2.424	1
2.425	1
2.426	1
2.427	1
2.428	1
2.429	1
2.43	1
2.431	1
2.432	1
2.433	1
2.434	1
2.435	1
2.436	1
2.437	1
2.438	1
2.439	1
2.44	1
2.441	1
2.442	1
2.443	1
2.444	1
2.445	1
2.446	1
2.447	1
2.448	1
2.449	1
2.45	1
2.451	1
2.452	1
2.453	1
2.454	1
2.455	1
2.456	1
2.457	1
2.458	1
2.459	1
2.46	1
2.461	1
2.462	1
2.463	1
2.464	1
2.465	1
2.466	1
2.467	1
2.468	1
2.469	1
2.47	1
2.471	1
2.472	1
2.473	1
2.474	1
2.475	1
2.476	1
2.477	1
2.478	1
2.479	1
2.48	1
2.481	1
2.482	1
2.483	1
2.484	1
2.485	1
2.486	1
2.487	1
2.488	1
2.489	1
2.49	1
2.491	1
2.492	1
2.493	1
2.494	1
2.495	1
2.496	1
2.497	1
2.498	1
2.499	1
2.5	1
